user_id,income_level,shopping_freq,age,activity_score,is_member,ltv
97,5.52,5,48,5.3,1,1465.74
98,5.01,5,46,5.21,1,1402.58
99,4.53,7,43,2.9,0,1271.88
100,2.17,2,19,0.92,0,786.31
101,4.16,4,47,3.5,1,1286.95
102,4.31,6,38,3.92,1,1392.01
103,3.4,3,26,1.0,1,1153.75
104,4.68,7,28,3.0,0,1324.91
105,5.81,3,40,2.74,0,1298.3
106,8.77,4,18,3.82,1,1727.64
107,5.35,2,33,2.82,0,1069.78
108,5.52,3,28,4.85,0,1217.83
109,4.85,2,27,2.36,0,1111.76
110,1.16,2,30,2.26,0,793.29
111,4.95,5,20,4.0,0,1315.14
112,5.12,2,45,2.98,0,1032.79
113,9.93,3,18,4.2,1,1742.77
114,4.62,4,36,4.68,1,1389.8
115,5.6,1,26,3.22,0,1137.24
116,4.93,1,54,1.17,1,1317.15
117,2.66,3,35,2.61,0,935.89
118,7.29,3,18,3.95,1,1550.42
119,6.5,3,40,4.21,1,1552.36
120,6.58,3,24,4.43,1,1455.98
121,3.18,1,44,3.11,1,1168.47
122,7.81,3,41,3.68,1,1644.18
123,2.2,3,49,2.57,0,832.76
124,6.17,0,36,4.42,1,1273.05
125,9.38,2,43,7.81,1,1747.85
126,3.02,1,35,2.86,0,847.9
127,3.87,3,29,3.2,0,1029.9
128,5.2,2,45,3.47,1,1254.42
129,3.99,1,22,3.85,0,941.22
130,1.9,3,34,1.56,1,1081.2
131,5.14,3,29,4.26,0,1125.97
132,2.88,4,43,4.83,0,1000.35
133,5.95,1,25,3.16,0,1200.66
134,3.16,1,30,-0.13,0,897.62
135,8.1,7,35,5.29,1,1799.49
136,3.43,1,49,2.31,0,909.42
137,4.36,5,29,2.84,0,1258.83
138,6.63,0,30,2.97,1,1387.57
139,2.54,7,21,3.07,1,1362.84
140,5.45,3,25,4.19,1,1444.5
141,7.61,1,39,3.16,1,1454.51
142,1.79,4,35,1.51,1,1167.51
143,5.37,5,35,5.59,1,1549.62
144,5.52,2,52,2.88,1,1337.82
145,6.56,1,18,4.31,0,1271.16
146,2.53,2,58,1.88,0,846.22
147,2.36,6,46,2.96,1,1231.44
148,6.04,1,31,4.06,0,1109.7
149,5.59,4,38,2.13,1,1407.66
150,5.5,4,28,4.39,1,1457.56
151,5.69,2,38,4.0,0,1156.63
152,3.64,1,56,2.97,1,1039.64
153,5.46,0,28,2.36,0,1063.96
154,5.59,2,32,3.39,1,1384.14
155,3.57,4,27,0.53,1,1272.08
156,8.73,4,29,4.9,0,1587.67
157,5.95,3,30,4.05,1,1465.16
158,2.62,5,24,4.28,1,1220.07
159,6.31,5,32,6.5,1,1598.77
160,3.05,2,35,1.78,0,930.35
161,6.57,2,30,4.76,1,1428.15
162,7.32,4,18,4.71,1,1568.42
163,3.36,1,33,0.36,1,1101.83
164,6.93,4,34,5.27,1,1600.25
165,5.83,5,53,6.24,1,1555.21
166,6.64,3,35,3.84,1,1571.32
167,8.79,3,44,4.39,1,1727.63
168,4.51,4,30,3.52,0,1144.27
169,3.49,1,47,1.92,0,922.67
170,3.22,3,25,5.12,0,921.07
171,3.37,4,40,3.89,0,1038.93
172,4.85,3,43,3.45,1,1329.47
173,5.68,1,41,0.25,0,1162.06
174,5.55,4,56,3.83,1,1432.41
175,6.65,2,29,5.78,1,1469.98
176,5.03,4,49,3.79,1,1394.82
177,7.91,1,46,5.08,1,1416.34
178,4.47,4,35,3.83,1,1320.67
179,10.0,2,53,5.11,1,1799.58
180,6.25,4,33,6.02,1,1480.56
181,3.29,2,35,2.43,0,922.46
182,2.86,7,34,2.82,0,1202.77
183,5.96,3,22,3.9,1,1494.66
184,4.55,2,42,4.3,1,1162.01
185,6.43,2,41,2.33,1,1480.78
186,5.95,3,33,4.14,1,1472.74
187,4.85,2,52,3.1,1,1280.77
188,3.31,0,30,0.11,1,913.4
189,1.97,0,18,1.75,0,736.16
190,4.11,4,54,3.51,1,1289.24
191,6.71,3,45,5.13,1,1531.82
192,5.43,2,41,4.45,0,1094.43
193,2.51,0,31,1.2,0,713.74
194,5.35,3,38,3.02,0,1231.45
195,5.77,9,22,4.16,1,1808.2
196,3.23,3,32,1.87,0,951.88
197,5.31,5,25,4.16,0,1356.39
198,5.12,7,37,3.69,1,1540.2
199,2.71,4,44,3.14,0,949.36
200,5.72,4,24,3.15,1,1400.67
201,6.12,1,42,1.6,0,1187.02
202,7.17,2,36,3.61,1,1506.84
203,7.11,3,41,4.64,1,1553.81
204,2.24,4,32,1.06,0,905.49
205,3.12,2,42,1.27,0,862.85
206,6.03,2,28,2.98,1,1434.29
207,6.03,0,18,2.51,1,1299.69
208,6.03,2,20,3.91,0,1243.41
209,10.0,2,29,6.24,0,1552.79
210,6.14,2,18,3.2,0,1226.13
211,7.27,4,50,3.8,1,1733.97
212,6.91,2,34,4.19,1,1455.24
213,6.3,4,44,4.87,1,1506.05
214,4.37,3,42,4.7,0,1062.13
215,6.52,1,35,4.71,1,1349.67
216,3.45,3,70,1.37,1,1278.32
217,4.53,6,64,3.92,1,1337.46
218,4.03,4,48,3.67,1,1241.79
219,5.16,2,25,2.33,0,1139.78
220,9.63,6,49,6.26,1,1926.42
221,1.27,3,18,2.21,0,775.02
222,6.37,2,48,4.04,0,1235.81
223,1.77,5,18,2.39,0,952.31
224,4.06,4,31,2.57,1,1309.71
225,7.18,2,47,2.74,1,1498.35
226,5.13,4,38,3.45,1,1419.33
227,2.84,2,20,1.93,0,875.53
228,3.57,1,36,0.62,0,991.66
229,6.36,3,38,4.13,0,1257.14
230,3.54,2,37,2.76,0,981.7
231,5.43,3,30,2.92,1,1438.97
232,5.09,5,43,4.45,1,1393.04
233,3.7,3,46,3.02,1,1164.04
234,9.29,2,33,4.94,1,1825.33
235,6.27,0,50,2.72,1,1292.93
236,1.0,2,33,0.77,1,900.61
237,5.37,2,30,2.43,1,1328.6
238,3.68,5,48,3.68,1,1315.73
239,6.7,1,48,2.81,1,1401.87
240,3.41,1,28,1.23,0,897.55
241,4.77,2,27,3.48,0,1036.41
242,6.01,2,52,3.36,0,1189.81
243,6.73,3,33,4.33,1,1424.59
244,2.6,1,35,-0.11,1,1004.12
245,4.33,2,32,2.24,0,1049.84
246,4.05,1,48,4.01,0,1002.97
247,3.69,0,56,0.07,0,926.72
248,8.53,4,35,7.22,1,1734.23
249,5.81,2,59,3.77,1,1423.03
250,2.48,3,29,1.61,1,1040.27
251,6.84,4,32,4.41,1,1557.7
252,9.24,4,41,7.05,1,1905.47
253,7.06,6,26,3.05,1,1715.61
254,1.96,3,41,3.3,0,857.77
255,4.03,4,29,3.48,0,1094.23
256,7.53,1,19,5.08,1,1596.82
257,3.58,4,18,1.24,0,1085.01
258,5.89,5,31,4.22,0,1413.01
259,6.55,0,39,0.95,1,1325.34
260,3.15,1,21,3.07,0,816.0
261,4.88,5,36,2.96,0,1199.84
262,1.0,5,36,1.0,0,881.45
263,2.95,5,33,1.04,0,1127.49
264,4.49,3,25,3.59,0,1136.98
265,2.5,3,37,2.22,1,1144.31
266,8.26,5,33,4.88,1,1785.13
267,2.14,4,44,2.53,1,1050.32
268,4.12,2,22,1.88,1,1313.15
269,5.26,1,36,1.17,0,1109.36
270,7.88,3,22,4.48,0,1464.42
271,2.13,3,32,3.61,1,1106.52
272,7.33,5,24,6.13,1,1596.94
273,5.02,5,25,4.47,1,1426.99
274,3.04,4,34,2.96,1,1234.79
275,5.92,2,29,3.2,1,1385.18
276,5.4,1,49,3.74,0,1085.99
277,3.8,4,46,3.67,1,1344.03
278,5.14,2,43,3.09,0,1119.82
279,4.23,2,42,2.91,1,1341.84
280,5.23,3,36,1.91,0,1170.66
281,6.32,1,48,2.98,0,1222.67
282,8.17,3,32,3.79,1,1691.41
283,2.52,3,56,0.95,0,873.72
284,9.27,10,25,8.1,1,2075.05
285,1.1,2,23,-0.12,1,911.44
286,4.7,2,21,3.72,1,1365.67
287,6.18,3,22,5.02,1,1447.98
288,5.56,9,18,5.42,0,1532.14
289,3.75,3,37,2.17,0,1012.6
290,4.58,2,43,3.92,1,1269.45
291,4.01,2,35,3.16,1,1258.5
292,3.82,2,21,3.71,1,1187.88
293,6.7,2,30,2.87,1,1439.15
294,5.71,2,43,3.2,1,1451.71
295,3.61,4,31,2.79,1,1231.17
296,6.8,1,27,3.91,0,1263.76
297,5.61,0,19,3.43,0,986.93
298,6.63,2,30,4.05,1,1526.81
299,6.26,7,27,6.57,1,1806.16
300,3.34,2,34,1.9,1,1132.85
301,3.88,2,39,1.49,1,1136.66
302,6.49,3,32,3.48,1,1537.83
303,6.22,3,36,3.22,1,1476.62
304,4.96,2,39,2.62,1,1402.89
305,5.23,4,22,3.55,1,1393.5
306,7.56,5,53,5.05,1,1638.69
307,3.82,4,27,3.34,1,1296.87
308,6.09,2,40,3.19,1,1438.59
309,4.6,5,23,4.85,1,1371.11
310,4.56,2,36,0.94,0,1104.49
311,7.2,2,36,1.97,1,1522.55
312,6.65,4,51,5.53,1,1551.54
313,6.63,4,32,5.44,1,1589.94
314,7.61,2,47,5.64,1,1546.72
315,5.04,6,37,4.96,1,1467.45
316,6.36,3,53,4.08,1,1405.7
317,4.38,7,18,4.03,1,1457.09
318,5.65,1,39,1.52,0,1239.56
319,4.74,1,18,2.82,1,1225.77
320,5.19,2,34,1.76,1,1268.54
321,6.19,0,45,5.56,0,1182.37
322,3.36,4,49,1.85,0,1034.01
323,9.18,5,42,6.02,1,1883.08
324,2.99,2,32,3.6,0,912.51
325,2.57,1,40,1.22,1,1081.43
326,7.32,2,60,3.9,1,1465.19
327,6.58,9,35,3.4,1,1881.3
328,6.25,3,44,2.71,1,1512.08
329,6.26,2,30,4.29,1,1429.53
330,4.98,6,45,5.96,0,1254.85
331,3.21,5,44,2.21,1,1258.21
332,5.15,1,28,3.07,0,1067.28
333,3.65,1,42,4.83,0,1005.01
334,6.95,4,43,5.24,1,1666.78
335,4.71,0,42,3.33,0,951.2
336,3.35,1,34,1.21,1,1185.37
337,4.36,1,47,4.03,1,1233.27
338,5.83,2,25,2.82,1,1406.15
339,3.87,6,35,2.87,0,1173.19
340,3.36,2,36,3.76,1,1106.69
341,5.49,8,46,4.51,1,1675.87
342,5.49,2,25,3.34,0,1168.18
343,3.99,1,37,3.92,1,1129.08
344,4.06,3,30,2.01,0,1111.49
345,5.46,2,36,3.1,1,1354.58
346,2.1,2,38,1.04,1,1031.28
347,2.19,1,22,1.06,1,1022.15
348,3.56,4,47,3.02,0,1097.64
349,4.57,3,39,4.53,1,1226.32
350,5.62,1,26,4.75,0,1150.28
351,7.95,2,31,4.73,1,1596.47
352,6.72,2,49,3.23,0,1249.18
353,4.68,2,39,3.62,1,1270.62
354,4.96,4,25,3.69,1,1380.89
355,2.99,8,27,3.94,1,1405.83
356,4.96,5,41,2.95,0,1245.26
357,4.42,2,42,1.19,0,1076.65
358,5.65,4,38,4.0,1,1387.95
359,3.35,2,32,1.2,0,943.74
360,6.04,3,43,3.39,1,1452.44
361,8.07,3,31,6.42,0,1569.13
362,4.78,6,26,4.12,1,1380.39
363,5.8,7,50,6.11,1,1676.44
364,6.38,3,39,4.39,1,1509.7
365,4.2,3,27,3.58,0,1108.07
366,5.45,2,36,2.77,1,1322.45
367,5.03,2,35,4.27,1,1318.49
368,5.2,1,31,3.21,1,1276.81
369,3.45,4,37,2.66,1,1422.2
370,5.05,3,25,3.73,1,1339.44
371,6.0,1,43,2.58,0,1110.35
372,7.9,4,34,4.86,1,1790.28
373,6.92,1,18,3.7,1,1459.05
374,9.31,5,32,5.63,1,1906.34
375,3.47,4,28,4.49,0,1102.88
376,6.74,3,18,3.86,1,1528.3
377,5.37,5,33,6.27,0,1265.71
378,9.38,0,45,4.76,1,1644.58
379,3.38,1,33,1.76,0,846.3
380,3.32,1,42,1.46,0,809.43
381,3.8,4,35,3.52,0,1037.97
382,1.0,2,30,1.99,0,581.91
383,3.95,6,27,1.24,0,1176.63
384,3.48,1,22,2.05,0,873.18
385,5.3,4,44,1.86,1,1460.26
386,5.68,4,42,5.02,1,1474.81
387,8.75,1,32,5.68,1,1618.27
388,6.9,2,18,4.09,1,1548.96
389,3.85,3,39,3.03,0,1013.76
390,3.2,8,25,2.57,1,1364.83
391,5.98,0,36,2.44,1,1172.01
392,2.36,1,19,0.87,0,787.19
393,8.66,3,35,4.78,1,1713.64
394,7.36,1,33,4.85,1,1549.34
395,4.06,4,18,4.51,1,1262.79
396,1.57,4,51,2.6,1,1094.88
397,7.71,0,31,3.53,1,1346.62
398,4.77,1,32,1.94,1,1162.13
399,7.48,6,40,5.63,1,1766.74
400,1.81,5,34,2.7,0,965.58
401,3.8,2,38,2.28,0,897.15
402,5.01,3,23,2.75,0,1111.32
403,5.09,7,33,5.26,1,1561.65
404,4.1,1,18,3.06,0,955.23
405,6.25,4,32,3.01,1,1551.95
406,2.86,3,49,1.95,1,1182.15
407,4.72,2,19,3.74,0,1007.61
408,5.24,2,31,4.21,0,1146.26
409,6.03,3,18,3.98,1,1416.91
410,6.42,6,35,5.38,1,1659.1
411,2.75,4,39,2.83,0,951.73
412,1.93,1,38,2.22,0,797.01
413,7.56,3,28,3.57,1,1634.87
414,5.66,3,18,4.0,0,1167.02
415,3.5,1,22,1.16,0,816.37
416,8.1,2,47,5.74,0,1469.7
417,5.23,1,43,1.86,1,1237.84
418,7.36,2,34,4.69,1,1505.77
419,5.14,4,36,2.88,1,1450.6
420,9.12,0,24,5.31,1,1560.99
421,8.51,2,47,5.29,1,1661.02
422,4.5,0,27,2.49,0,951.13
423,6.94,5,39,6.93,1,1640.23
424,6.29,1,21,2.74,1,1438.84
425,7.74,1,33,5.09,1,1547.03
426,3.07,1,47,3.01,1,1105.97
427,6.37,5,25,5.61,1,1574.72
428,7.12,2,42,3.48,1,1475.48
429,1.48,2,24,1.11,0,800.2
430,2.63,2,25,1.31,0,834.82
431,1.0,1,34,0.5,0,656.18
432,4.46,2,44,1.99,0,1067.3
433,6.44,1,32,3.15,1,1355.03
434,8.0,8,41,7.87,1,1862.15
435,5.15,10,46,5.25,1,1701.24
436,8.26,3,27,5.13,1,1712.93
437,2.24,3,19,1.29,1,1091.28
438,1.59,5,31,2.28,0,841.66
439,4.89,0,47,3.27,1,1286.53
440,5.77,2,26,3.97,1,1395.81
441,4.93,3,45,4.79,1,1322.28
442,1.0,1,32,-0.41,0,642.37
443,4.82,0,52,1.65,0,970.07
444,2.39,1,57,1.08,0,770.5
445,6.34,2,45,5.29,1,1492.22
446,5.73,0,18,3.17,1,1392.14
447,3.12,6,18,1.94,1,1286.38
448,3.97,5,35,4.58,1,1324.35
449,2.88,3,44,2.45,0,933.65
450,4.87,3,40,4.23,1,1268.64
451,6.91,1,27,5.34,1,1467.43
452,3.03,2,20,1.14,0,912.2
453,6.01,6,44,6.39,1,1608.29
454,3.94,2,53,2.5,1,1101.3
455,3.41,5,28,2.79,0,978.33
456,4.79,5,43,4.05,1,1410.21
457,2.93,2,61,0.87,0,926.03
458,3.89,5,33,3.43,0,1050.37
459,2.6,5,33,2.56,0,1055.19
460,8.93,4,40,4.73,1,1777.78
461,5.07,4,32,3.09,0,1165.61
462,3.6,1,48,3.24,0,914.22
463,5.43,0,30,2.54,0,977.91
464,4.78,1,34,1.71,1,1100.62
465,4.56,1,20,3.03,1,1266.12
466,6.23,4,32,5.08,0,1320.4
467,6.52,1,24,3.56,1,1365.43
468,3.94,4,38,1.94,0,1065.0
469,3.85,3,18,0.28,0,996.09
470,4.45,1,44,1.62,1,1177.35
471,1.0,7,26,3.65,0,944.38
472,1.97,2,52,2.55,1,1031.34
473,7.73,7,48,5.17,1,1788.59
474,8.29,3,40,4.81,1,1626.12
475,4.5,4,19,4.15,1,1323.39
476,6.15,3,28,3.84,1,1588.51
477,5.62,3,26,4.65,1,1420.09
478,10.0,2,27,5.5,1,1819.98
479,7.24,3,50,5.0,0,1361.18
480,4.74,3,33,2.95,1,1411.08
481,3.09,4,28,1.96,0,1051.88
482,1.79,2,27,2.66,0,726.68
483,5.41,1,29,1.5,0,1098.57
484,3.49,3,40,2.04,0,979.38
485,2.16,5,18,2.48,0,986.11
486,3.71,5,35,4.21,1,1370.51
487,2.84,1,39,0.84,0,772.54
488,8.37,1,18,4.61,0,1405.38
489,6.76,5,20,3.5,1,1585.97
490,4.98,2,34,3.53,0,1169.23
491,7.96,9,49,8.5,1,1994.31
492,5.15,1,47,0.92,1,1165.98
493,3.28,5,28,2.41,0,1021.41
494,8.05,7,49,6.96,1,1787.44
495,6.08,4,31,7.18,1,1504.7
496,2.93,4,31,3.25,1,1207.62
497,4.62,2,35,2.18,0,1101.5
498,3.25,5,43,2.98,0,1062.59
499,2.23,4,28,1.09,0,909.32
500,6.85,7,31,6.33,1,1749.45
501,8.82,3,22,6.36,1,1889.4
502,2.2,5,38,4.01,0,894.55
503,6.13,5,44,4.23,1,1468.63
504,3.7,2,44,1.64,0,943.06
505,4.03,4,21,4.71,0,1066.64
506,3.82,2,31,3.89,1,1144.63
507,3.27,4,47,1.85,1,1226.59
508,5.1,0,37,2.17,1,1151.19
509,3.34,3,35,3.36,0,954.05
510,5.54,5,35,4.02,0,1289.37
511,4.9,3,40,3.38,1,1326.4
512,4.52,2,37,1.39,0,1045.15
513,3.18,2,29,1.07,0,911.01
514,3.85,5,43,3.33,1,1294.27
515,6.51,1,22,2.86,1,1388.33
516,6.0,1,48,2.15,0,1149.93
517,3.04,3,26,2.11,1,1202.5
518,5.2,4,40,2.92,1,1345.82
519,6.5,1,33,3.58,1,1401.5
520,1.66,7,30,3.92,0,1024.36
521,6.09,1,48,3.04,1,1367.89
522,3.67,2,42,2.01,0,979.04
523,6.14,2,34,4.74,1,1348.46
524,3.47,5,52,3.97,0,1105.39
525,1.39,3,44,2.39,0,794.31
526,1.74,2,26,-1.05,0,801.88
527,5.1,4,18,3.3,0,1201.3
528,5.52,2,36,2.79,1,1324.96
529,3.19,2,48,1.37,1,1169.2
530,6.28,5,41,5.69,1,1516.82
531,1.68,2,50,0.9,1,899.0
532,4.87,4,29,2.24,1,1324.76
533,2.58,0,33,1.54,0,775.11
534,3.7,8,34,4.24,1,1433.49
535,5.09,1,37,1.92,0,1053.92
536,3.28,5,42,4.16,0,1147.19
537,4.23,2,51,3.25,0,964.22
538,7.01,5,53,5.53,1,1566.18
539,3.85,1,51,2.71,1,1176.11
540,6.67,4,41,5.63,1,1525.42
541,2.74,3,31,2.11,1,1065.47
542,6.06,3,37,2.69,1,1450.58
543,7.88,2,41,4.33,1,1578.76
544,1.0,2,36,-0.56,0,656.61
545,3.41,2,25,1.24,1,1168.72
546,6.15,5,30,6.2,1,1526.46
547,4.59,4,43,2.4,1,1318.16
548,5.74,2,32,2.3,0,1080.95
549,3.79,4,35,3.77,1,1156.46
550,5.17,6,34,5.25,1,1529.13
551,4.69,6,26,2.48,1,1402.82
552,7.34,2,33,4.52,1,1525.92
553,5.51,1,30,2.51,0,1197.26
554,5.68,2,28,3.77,1,1390.79
555,4.18,2,24,2.39,0,1019.03
556,4.02,4,33,1.85,1,1323.69
557,4.13,2,41,2.19,0,1121.36
558,5.79,3,46,4.42,1,1334.58
559,4.16,3,21,4.92,1,1259.01
560,5.58,4,51,4.38,1,1531.68
561,9.15,2,37,4.78,1,1730.48
562,6.74,2,23,2.79,1,1534.45
563,4.35,2,30,2.62,0,1003.51
564,7.4,1,18,3.62,0,1227.72
565,4.18,4,18,3.6,0,1213.95
566,1.0,1,52,0.74,0,653.76
567,2.98,4,28,3.17,0,1039.68
568,1.26,7,40,2.37,0,1020.26
569,4.3,4,33,5.06,0,1193.67
570,5.04,2,35,3.7,1,1318.41
571,8.35,2,38,4.07,1,1652.18
572,5.65,6,18,5.63,1,1590.26
573,4.56,1,48,1.42,0,974.1
574,6.66,2,34,3.07,0,1318.4
575,1.0,3,29,0.6,0,721.43
576,5.47,2,39,4.66,1,1402.44
577,6.54,6,27,4.89,1,1693.92
578,2.04,3,37,1.29,0,743.96
579,7.29,3,33,4.71,1,1619.09
580,5.68,4,42,4.58,0,1279.38
581,4.17,0,32,3.67,0,983.64
582,6.27,3,24,2.54,1,1563.19
583,9.54,4,38,7.23,1,1859.68
584,5.36,8,32,3.01,1,1654.22
585,5.5,3,18,4.55,1,1335.48
586,4.08,1,36,3.5,0,949.71
587,3.3,4,29,4.07,0,1112.82
588,6.66,1,38,4.2,1,1416.09
589,3.29,3,26,1.48,0,1025.16
590,5.14,1,22,3.62,1,1263.23
591,4.04,6,46,2.75,1,1398.63
592,5.96,3,43,2.94,0,1274.53
593,5.67,3,34,3.28,1,1271.12
594,7.08,5,39,4.67,1,1676.09
595,3.98,6,43,4.03,1,1285.52
596,4.46,1,34,1.83,1,1191.89
597,3.04,3,22,2.75,0,912.48
598,4.11,2,37,1.28,0,953.38
599,5.75,3,45,3.82,1,1499.36
600,6.51,3,40,3.88,1,1557.38
601,3.16,3,35,3.49,0,947.76
602,6.74,1,40,4.78,1,1542.83
603,7.71,1,32,3.99,1,1570.82
604,5.83,1,45,1.25,1,1324.78
605,8.75,4,48,4.1,1,1680.98
606,3.45,1,22,3.15,0,890.31
607,2.51,2,46,1.71,0,819.49
608,1.44,1,57,2.77,0,671.13
609,7.99,3,40,5.79,1,1669.88
610,6.31,1,44,3.71,1,1349.46
611,4.89,2,28,3.17,0,1154.93
612,5.56,2,29,2.23,1,1329.49
613,2.75,4,32,1.94,0,923.79
614,9.89,3,30,6.26,1,1871.63
615,5.26,1,21,2.58,0,1074.45
616,5.22,4,33,4.28,1,1464.64
617,6.45,2,43,4.86,1,1453.72
618,5.96,3,22,3.7,1,1376.74
619,5.45,4,36,3.49,1,1459.98
620,3.42,2,36,1.41,0,896.51
621,5.94,3,31,4.71,1,1451.61
622,8.76,4,39,6.34,1,1746.5
623,7.69,2,39,6.63,0,1358.81
624,8.19,2,31,4.87,1,1620.79
625,3.98,3,45,2.79,0,1084.45
626,3.02,8,40,4.38,0,1174.51
627,4.75,5,50,3.59,1,1285.36
628,5.11,2,34,2.27,1,1263.31
629,7.19,3,31,4.58,1,1575.52
630,1.62,2,32,1.87,0,820.6
631,8.06,0,46,4.55,1,1520.9
632,4.68,3,33,3.69,1,1368.18
633,4.15,2,34,3.74,1,1222.51
634,2.98,4,54,3.21,1,1208.48
635,1.69,1,21,1.42,0,706.93
636,6.65,3,38,2.96,1,1567.1
637,5.15,3,34,3.72,1,1446.97
638,2.42,2,32,1.64,1,993.78
639,2.41,2,25,0.68,1,1052.22
640,4.33,4,28,3.87,1,1273.25
641,8.34,3,30,5.59,1,1767.38
642,4.48,4,39,3.87,1,1356.63
643,1.99,2,43,2.15,0,798.38
644,4.51,2,18,2.98,1,1193.92
645,4.45,2,22,2.58,1,1234.18
646,1.0,6,40,4.07,0,896.22
647,4.89,0,41,2.59,0,935.44
648,4.54,2,20,0.33,0,1061.36
649,6.39,4,43,1.97,1,1496.31
650,8.7,1,34,5.85,0,1441.52
651,7.25,3,42,2.69,1,1526.01
652,4.46,4,26,2.89,0,1154.08
653,2.79,2,21,0.78,0,869.01
654,10.0,2,31,5.3,1,1815.07
655,5.12,3,32,3.85,1,1370.13
656,5.03,5,31,3.35,0,1257.52
657,4.95,4,31,2.86,1,1358.19
658,5.4,2,51,4.03,1,1367.32
659,4.71,1,18,5.29,0,1035.5
660,3.85,4,26,3.67,0,1117.13
661,3.91,7,30,3.14,0,1239.36
662,4.93,8,35,5.74,1,1584.47
663,3.91,4,42,4.9,0,1040.57
664,3.57,4,43,4.05,1,1224.39
665,5.21,2,45,1.66,0,1097.62
666,4.49,3,39,3.67,1,1347.08
667,8.01,3,18,4.44,1,1588.57
668,1.0,2,18,1.15,0,633.03
